window,cutoff_week,n_train,n_test,model,seed,hp,pr_auc,brier,cost_r2,cost_r5,cost_r10
cumulative,29,1537,3369,Dummy,42,const,0.4615612941525675,0.4615612941525675,0.923122588305135,2.307806470762838,4.615612941525676
cumulative,29,1537,3369,Logistic Regression,42,C=10.0,0.8022622613133463,0.1524806430517965,0.2799050163253191,0.5185514989611161,0.9162956366874443
cumulative,29,1537,3369,Random Forest,42,depth=None,0.8743804575317848,0.1453472254703492,0.3674680914217869,0.8696942712971208,1.7067379044226774
cumulative,29,1537,3369,XGBoost,42,depth=9,0.9026179912217311,0.14532704651355743,0.3452062926684476,0.7975660433363015,1.5514989611160581
cumulative,29,1537,3369,LightGBM,42,leaves=31,0.8695437885313243,0.1934000994880776,0.38438705847432475,0.8376372810923123,1.593054318788958
cumulative,29,1537,3369,Dummy,7,const,0.4615612941525675,0.4615612941525675,0.923122588305135,2.307806470762838,4.615612941525676
cumulative,29,1537,3369,Logistic Regression,7,C=10.0,0.8022622613133463,0.1524806430517965,0.2799050163253191,0.5185514989611161,0.9162956366874443
cumulative,29,1537,3369,Random Forest,7,depth=10,0.8671798364333032,0.14893617770297374,0.371326803205699,0.8869100623330365,1.7462154942119323
cumulative,29,1537,3369,XGBoost,7,depth=9,0.9026179912217311,0.14532704651355743,0.3452062926684476,0.7975660433363015,1.5514989611160581
cumulative,29,1537,3369,LightGBM,7,leaves=31,0.8695437885313243,0.1934000994880776,0.38438705847432475,0.8376372810923123,1.593054318788958
cumulative,29,1537,3369,Dummy,123,const,0.4615612941525675,0.4615612941525675,0.923122588305135,2.307806470762838,4.615612941525676
cumulative,29,1537,3369,Logistic Regression,123,C=10.0,0.8022622613133463,0.1524806430517965,0.2799050163253191,0.5185514989611161,0.9162956366874443
cumulative,29,1537,3369,Random Forest,123,depth=None,0.877711023780913,0.14328157411129033,0.36153161175422976,0.8601959038290294,1.691303057287029
cumulative,29,1537,3369,XGBoost,123,depth=9,0.9026179912217311,0.14532704651355743,0.3452062926684476,0.7975660433363015,1.5514989611160581
cumulative,29,1537,3369,LightGBM,123,leaves=31,0.8695437885313243,0.1934000994880776,0.38438705847432475,0.8376372810923123,1.593054318788958
cumulative,30,2307,3369,Dummy,42,const,0.42149005639655684,0.42149005639655684,0.8429801127931137,2.1074502819827843,4.214900563965569
cumulative,30,2307,3369,Logistic Regression,42,C=10.0,0.8085893237504593,0.2140831321954911,0.26714158504007124,0.3499554764024933,0.4879786286731968
cumulative,30,2307,3369,Random Forest,42,depth=10,0.874924419448264,0.13710746243648803,0.3763728109231226,0.9142178688037993,1.8106262986049273
