date,n,noshow_rate,obk_pct_r0.5,obk_pct_r1.0,obk_pct_r2.0
2017-03-03,136,0.14283086145881557,0.15416006326171502,0.14283086145881557,0.1315016596559161
2017-03-04,86,0.14117651294654188,0.15566052575893766,0.14117651294654188,0.1266925001341461
2017-03-05,184,0.17788420665650162,0.18613060530739026,0.17788420665650162,0.16963780800561298
2017-03-06,157,0.10371657364107532,0.11274744394768568,0.10371657364107532,0.09468570333446497
2017-03-07,128,0.10605599485875151,0.11589123034637024,0.10605599485875151,0.0962207593711328
2017-03-08,96,0.09817148001933122,0.10962951702280471,0.09817148001933122,0.08671344301585772
2017-03-09,210,0.30929203087015295,0.31733948376810345,0.30929203087015295,0.3012445779722024
2017-03-10,175,0.13752856501567526,0.14716232902452328,0.13752856501567526,0.1278948010068272
2017-03-11,172,0.34371410368952354,0.3525478682405729,0.34371410368952354,0.3348803391384742
2017-03-12,115,0.15329251426960303,0.16372704403249114,0.15329251426960303,0.14285798450671494
2017-03-13,214,0.24139394222798938,0.2507387352961812,0.24139394222798938,0.23204914915979755
2017-03-14,176,0.27583334326000386,0.2860234480679493,0.27583334326000386,0.26564323845205834
2017-03-15,221,0.4637167090391333,0.4711148536293598,0.4637167090391333,0.4563185644489068
2017-03-16,178,0.2013987601280797,0.20999521139108535,0.2013987601280797,0.19280230886507402
2017-03-17,146,0.16413092407628177,0.17525221151419135,0.16413092407628177,0.15300963663837222
2017-03-18,121,0.135135548510772,0.14664561766277426,0.135135548510772,0.12362547935876975
2017-03-19,142,0.12897553116812152,0.13906705536218392,0.12897553116812152,0.11888400697405914
2017-03-20,167,0.20448853605813738,0.21503517987608758,0.20448853605813738,0.19394189224018718
2017-03-21,154,0.3512630056737925,0.363220835637511,0.3512630056737925,0.33930517571007396
2017-03-22,90,0.12218634943701573,0.13595321276560923,0.12218634943701573,0.10841948610842223
2017-03-23,146,0.22941253093109687,0.2395051055744402,0.22941253093109687,0.2193199562877535
2017-03-24,192,0.1908717329999011,0.19841146574852844,0.1908717329999011,0.18333200025127372
2017-03-25,142,0.21061228894337308,0.22006896398623765,0.21061228894337308,0.20115561390050848
2017-03-26,126,0.21134955246411455,0.22318962884729307,0.21134955246411455,0.19950947608093605
2017-03-27,183,0.298039033472547,0.3049143108779539,0.298039033472547,0.2911637560671401
2017-03-28,88,0.11566652923851445,0.1283616726277614,0.11566652923851445,0.10297138584926752
2017-03-29,154,0.10258798946887822,0.11182561858509461,0.10258798946887822,0.09335036035266184
2017-03-30,179,0.21090387562250032,0.21991976960852025,0.21090387562250032,0.2018879816364804
2017-03-31,213,0.24536208457313574,0.2546728788255346,0.24536208457313574,0.23605129032073688
2017-04-01,132,0.211241533771597,0.22351527837559934,0.211241533771597,0.19896778916759464
2017-04-02,96,0.11473319417527238,0.12681842113775965,0.11473319417527238,0.10264796721278509
2017-04-03,231,0.2602683111769287,0.2678948301834449,0.2602683111769287,0.2526417921704125
2017-04-04,125,0.3647226307561695,0.375799639413753,0.3647226307561695,0.353645622098586
2017-04-05,252,0.2739746653410708,0.2809659295371058,0.2739746653410708,0.26698340114503577
2017-04-06,229,0.42210303449252573,0.4312627215200357,0.42210303449252573,0.41294334746501576
2017-04-07,128,0.1302623208383996,0.14239120328172464,0.1302623208383996,0.11813343839507452
2017-04-08,200,0.2264621269009909,0.23573974228327196,0.2264621269009909,0.21718451151870988
2017-04-09,273,0.35285298964107104,0.35991229034418665,0.35285298964107104,0.3457936889379555
2017-04-10,180,0.1469011717185819,0.15657846104356882,0.1469011717185819,0.137223882393595
2017-04-11,137,0.10790892182372387,0.11850951749522576,0.10790892182372387,0.09730832615222197
2017-04-12,133,0.1302310789083561,0.14187568097947192,0.1302310789083561,0.11858647683724029
2017-04-13,242,0.20076272925374786,0.2089052038956564,0.20076272925374786,0.19262025461183932
2017-04-14,225,0.1880944590184483,0.19721955353104798,0.1880944590184483,0.1789693645058486
2017-04-15,229,0.37071176934220035,0.3788386176173177,0.37071176934220035,0.362584921067083
2017-04-16,167,0.2608946894814521,0.2708889558397407,0.2608946894814521,0.2509004231231636
2017-04-17,174,0.13565105194896013,0.14527468627394485,0.13565105194896013,0.1260274176239754
2017-04-18,136,0.20061419258903532,0.21179788878953784,0.20061419258903532,0.18943049638853277
2017-04-19,148,0.11752078554619683,0.12732501440539679,0.11752078554619683,0.10771655668699685
2017-04-20,158,0.24679883812563505,0.25555253202410017,0.24679883812563505,0.23804514422716994
2017-04-21,223,0.2916259599384696,0.29935855227082664,0.2916259599384696,0.28389336760611267
2017-04-22,223,0.37837960912166696,0.38615038792203066,0.37837960912166696,0.3706088303213032
2017-04-23,169,0.24964076070223792,0.258729466145453,0.24964076070223792,0.24055205525902282
2017-04-24,129,0.11987912650219551,0.13056688842923433,0.11987912650219551,0.10919136457515669
2017-04-25,111,0.2084629203030608,0.21920831500007892,0.2084629203030608,0.1977175256060427
2017-04-26,269,0.6275148756597257,0.633379030550116,0.6275148756597257,0.6216507207693354
2017-04-27,197,0.27236941313412844,0.2815566887511821,0.27236941313412844,0.2631821375170748
2017-04-28,261,0.14288738520664804,0.1508957426780088,0.14288738520664804,0.13487902773528726
2017-04-29,330,0.27980881995578427,0.2868381492196088,0.27980881995578427,0.27277949069195967
2017-04-30,154,0.18891026065195896,0.19834103643844395,0.18891026065195896,0.179479484865474
2017-05-01,205,0.23501390158545069,0.2433947835947313,0.23501390158545069,0.22663301957617007
2017-05-02,174,0.12235843020546365,0.13173200674216817,0.12235843020546365,0.11298485366875914
2017-05-03,213,0.34842582943548067,0.3561661067202,0.34842582943548067,0.3406855521507614
2017-05-04,262,0.43680288572955067,0.44379539267122387,0.43680288572955067,0.4298103787878775
2017-05-05,260,0.23205476909419293,0.24003975612812647,0.23205476909419293,0.22406978206025935
2017-05-06,221,0.3126353099314277,0.3202510137471867,0.3126353099314277,0.30501960611566864
2017-05-07,136,0.14577478015660691,0.1567640087017364,0.14577478015660691,0.1347855516114774
2017-05-08,221,0.20497143517174002,0.21267525645111976,0.20497143517174002,0.19726761389236025
2017-05-09,220,0.2451560167931063,0.2537560588393816,0.2451560167931063,0.23655597474683102
2017-05-10,158,0.2752374247683893,0.2864823238742528,0.2752374247683893,0.2639925256625258
2017-05-11,204,0.20519770667982917,0.21417746313465388,0.20519770667982917,0.1962179502250045
2017-05-12,151,0.1084314123893139,0.11824838757690474,0.1084314123893139,0.09861443720172305
2017-05-13,183,0.2776535671479042,0.2864959842701361,0.2776535671479042,0.26881115002567224
2017-05-14,165,0.1626402460122909,0.17275188700600938,0.1626402460122909,0.15252860501857243
2017-05-15,320,0.5324805715783769,0.5378746801389631,0.5324805715783769,0.5270864630177907
2017-05-16,138,0.1996761274091221,0.2104678834577816,0.1996761274091221,0.1888843713604626
2017-05-17,157,0.13580869156768832,0.14566114677747424,0.13580869156768832,0.1259562363579024
2017-05-18,180,0.15465445455106075,0.1639780994270715,0.15465445455106075,0.14533080967505002
2017-05-19,316,0.5548524329818639,0.5610955008616938,0.5548524329818639,0.5486093651020341
2017-05-20,246,0.3938923252901163,0.40231172103232027,0.3938923252901163,0.38547292954791235
2017-05-21,156,0.13304231025615693,0.1433909813036482,0.13304231025615693,0.12269363920866568
2017-05-22,199,0.17373117614991587,0.18309992805976866,0.17373117614991587,0.16436242424006306
2017-05-23,160,0.1774043503217959,0.18723294913837704,0.1774043503217959,0.16757575150521478
2017-05-24,266,0.16199854744288486,0.1697899040954883,0.16199854744288486,0.15420719079028145
2017-05-25,307,0.24839578502442547,0.2543432665492931,0.24839578502442547,0.24244830349955782
2017-05-26,181,0.25663219468947446,0.2662808108726133,0.25663219468947446,0.24698357850633565
2017-05-27,133,0.2556862660016416,0.26849874259101336,0.2556862660016416,0.24287378941226992
2017-05-28,227,0.2574941008193402,0.2655579083907329,0.2574941008193402,0.24943029324794758
2017-05-29,145,0.13690338595253612,0.1468775159917937,0.13690338595253612,0.12692925591327855
2017-05-30,238,0.530063399723425,0.536977050936481,0.530063399723425,0.523149748510369
2017-05-31,171,0.34320126618893826,0.35257914806209406,0.34320126618893826,0.33382338431578246
2017-06-01,228,0.281081197584529,0.2884285544076582,0.281081197584529,0.27373384076139984
2017-06-02,254,0.2994085012529445,0.30720453681160076,0.2994085012529445,0.2916124656942883
2017-06-03,223,0.2720549132584426,0.27924040812291956,0.2720549132584426,0.2648694183939657
2017-06-04,146,0.24241887970315643,0.25182424638387463,0.24241887970315643,0.2330135130224382
2017-06-05,174,0.15698637812435656,0.16642465634026304,0.15698637812435656,0.14754809990845008
2017-06-06,138,0.22107000670485827,0.23226759733437372,0.22107000670485827,0.20987241607534288
2017-06-07,148,0.27167645957581626,0.28330878260082937,0.27167645957581626,0.2600441365508032
2017-06-08,337,0.4988465383577972,0.5055848036720326,0.4988465383577972,0.49210827304356175
2017-06-09,223,0.38609468101662203,0.395045196470299,0.38609468101662203,0.3771441655629451
2017-06-10,138,0.17110280155324376,0.18261961076469413,0.17110280155324376,0.15958599234179338
2017-06-11,216,0.27617411866217434,0.2851922084929046,0.27617411866217434,0.2671560288314441
2017-06-12,180,0.2697021692041526,0.2801183859242477,0.2697021692041526,0.2592859524840574
2017-06-13,120,0.23709840870158055,0.2478318533577179,0.23709840870158055,0.22636496404544318
2017-06-14,159,0.2989249749135298,0.3080010153132115,0.2989249749135298,0.28984893451384813
2017-06-15,197,0.23452502432084169,0.2436539653273243,0.23452502432084169,0.225396083314359
2017-06-16,184,0.2719951409461316,0.2816565455974837,0.2719951409461316,0.26233373629477935
2017-06-17,239,0.39187826626146943,0.4006690357502839,0.39187826626146943,0.383087496772655
2017-06-18,150,0.17060508140482128,0.18119860841671134,0.17060508140482128,0.16001155439293122
2017-06-19,186,0.2503881083764292,0.25975231626459516,0.2503881083764292,0.24102390048826328
2017-06-20,168,0.22715951187377237,0.23738358344582855,0.22715951187377237,0.21693544030171616
2017-06-21,162,0.29331678873337413,0.30303237002904515,0.29331678873337413,0.2836012074377031
2017-06-22,166,0.18809360798610258,0.19908035290953577,0.18809360798610258,0.17710686306266937
2017-06-23,196,0.30606861167523197,0.3150508442434581,0.30606861167523197,0.2970863791070059
2017-06-24,167,0.33847598838661475,0.348537325943633,0.33847598838661475,0.3284146508295965
2017-06-25,181,0.17765352655742153,0.18777238438214616,0.17765352655742153,0.1675346687326969
2017-06-26,187,0.27036939150646905,0.27936038897708393,0.27036939150646905,0.2613783940358541
2017-06-27,202,0.2756979809063433,0.28410184545691897,0.2756979809063433,0.2672941163557676
2017-06-28,224,0.3888908939633759,0.3965087340027861,0.3888908939633759,0.38127305392396565
2017-06-29,161,0.15077151417060022,0.16165550371983545,0.15077151417060022,0.139887524621365
2017-06-30,193,0.2413688003556442,0.2506333069073952,0.2413688003556442,0.2321042938038932
2017-07-01,184,0.19273371230968914,0.20242936858689448,0.19273371230968914,0.18303805603248377
2017-07-02,146,0.15219366712738622,0.1634805219953894,0.15219366712738622,0.14090681225938306
2017-07-03,174,0.16663383453106342,0.17644590990929485,0.16663383453106342,0.15682175915283197
2017-07-04,196,0.16160849516145015,0.1696745084943501,0.16160849516145015,0.15354248182855024
2017-07-05,138,0.124636144455945,0.13554581417041756,0.124636144455945,0.1137264747414724
2017-07-06,199,0.17431944151632386,0.18434538848094895,0.17431944151632386,0.16429349455169875
2017-07-07,185,0.18436884561981245,0.19461362927502157,0.18436884561981245,0.17412406196460334
2017-07-08,141,0.1545075102912762,0.16548783818771598,0.1545075102912762,0.14352718239483642
2017-07-09,211,0.22246458915724,0.2307688959425409,0.22246458915724,0.21416028237193904
2017-07-10,186,0.15940353249886946,0.16946183553822833,0.15940353249886946,0.14934522945951056
2017-07-11,181,0.21373804188094409,0.22344379576187995,0.21373804188094409,0.20403228800000825
2017-07-12,182,0.2701779119474377,0.2788245494593899,0.2701779119474377,0.2615312744354854
2017-07-13,202,0.1305595780468194,0.13917397563817258,0.1305595780468194,0.1219451804554662
2017-07-14,127,0.11955607137413687,0.1309303337017423,0.11955607137413687,0.10818180904653142
2017-07-15,265,0.13422296950074844,0.1422923009381961,0.13422296950074844,0.12615363806330077
2017-07-16,153,0.1574984585836085,0.16838761341224634,0.1574984585836085,0.14660930375497067
2017-07-17,194,0.15627427685613815,0.1658315054009454,0.15627427685613815,0.1467170483113309
2017-07-18,150,0.2105678387915024,0.22068096117261513,0.2105678387915024,0.20045471641038964
2017-07-19,97,0.12963141331478284,0.1419932360544844,0.12963141331478284,0.11726959057508127
2017-07-20,132,0.15752169235167426,0.16897661726316499,0.15752169235167426,0.14606676744018357
2017-07-21,139,0.14706585087682816,0.15848373663667817,0.14706585087682816,0.13564796511697813
2017-07-22,204,0.22572813274536818,0.23508760003092288,0.22572813274536818,0.21636866545981348
2017-07-23,161,0.25778917900897447,0.26763219480221595,0.25778917900897447,0.2479461632157329
2017-07-24,212,0.15880009513114454,0.16835919011133654,0.15880009513114454,0.14924100015095254
2017-07-25,141,0.22899116799902483,0.24040064834892622,0.22899116799902483,0.21758168764912347
2017-07-26,161,0.29830118283461077,0.3082050749444606,0.29830118283461077,0.288397290724761
2017-07-27,157,0.14939967466317217,0.1600291085245643,0.14939967466317217,0.13877024080178002
2017-07-28,169,0.18606982091906504,0.1959463520193658,0.18606982091906504,0.17619328981876423
2017-07-29,210,0.21724807380038685,0.2266230797797432,0.21724807380038685,0.2078730678210305
2017-07-30,134,0.1840121912945169,0.19575050025389049,0.1840121912945169,0.17227388233514335
2017-07-31,182,0.18530686212382885,0.19587866944635737,0.18530686212382885,0.17473505480130033
2017-08-01,178,0.2629740061328211,0.27376536185703265,0.2629740061328211,0.25218265040860965
2017-08-02,150,0.14630158505666405,0.15685023270876502,0.14630158505666405,0.1357529374045631
2017-08-03,176,0.148794739850082,0.15880791210136297,0.148794739850082,0.13878156759880103
2017-08-04,163,0.1396566177768078,0.1498689041384485,0.1396566177768078,0.12944433141516706
2017-08-05,149,0.1675597665324275,0.17823829386324327,0.1675597665324275,0.1568812392016117
2017-08-06,148,0.18461510949995144,0.19584929025967351,0.18461510949995144,0.1733809287402294
2017-08-07,202,0.14786680211758205,0.1574237401234212,0.14786680211758205,0.1383098641117429
2017-08-08,139,0.2394913408467689,0.2508733554909375,0.2394913408467689,0.22810932620260033
2017-08-09,144,0.1501391349909107,0.16135016092436022,0.1501391349909107,0.13892810905746117
2017-08-10,147,0.19136329835539492,0.2029727199369446,0.19136329835539492,0.17975387677384524
2017-08-11,128,0.13529175731542442,0.14721406496864461,0.13529175731542442,0.12336944966220421
2017-08-12,186,0.19543980059758134,0.20527344001736642,0.19543980059758134,0.1856061611777963
2017-08-13,145,0.17324330621102066,0.18446662566912625,0.17324330621102066,0.1620199867529151
2017-08-14,165,0.17035182998031506,0.1813185321256009,0.17035182998031506,0.15938512783502923
2017-08-15,160,0.2086308533316778,0.2191765094087323,0.2086308533316778,0.1980851972546233
2017-08-16,191,0.20969034682480284,0.22043673454650875,0.20969034682480284,0.1989439591030969
2017-08-17,197,0.1892866767838222,0.1994561377214134,0.1892866767838222,0.17911721584623094
2017-08-18,181,0.1362076063364777,0.14632262663352366,0.1362076063364777,0.1260925860394317
2017-08-19,188,0.2815395158398235,0.29180467633100654,0.2815395158398235,0.27127435534864036
2017-08-20,159,0.17235689296402007,0.18310109308971514,0.17235689296402007,0.161612692838325
2017-08-21,159,0.2082867302532245,0.2197693824853263,0.2082867302532245,0.19680407802112276
2017-08-22,98,0.1407059387295069,0.15440112596535496,0.1407059387295069,0.12701075149365884
2017-08-23,126,0.15131730796756107,0.1634928786627318,0.15131730796756107,0.13914173727239035
2017-08-24,156,0.1819916427507701,0.19252117325111578,0.1819916427507701,0.17146211225042438
2017-08-25,191,0.13074356525391034,0.13960021925858082,0.13074356525391034,0.12188691124923985
2017-08-26,166,0.2144919259239665,0.22535617033910582,0.2144919259239665,0.20362768150882715
2017-08-27,174,0.17699437212769245,0.18744813423381051,0.17699437212769245,0.1665406100215744
2017-08-28,211,0.22003207724821225,0.23070996371619948,0.22003207724821225,0.20935419078022496
2017-08-29,125,0.22975164866905923,0.24244638513261674,0.22975164866905923,0.21705691220550166
2017-08-30,89,0.18254124266653896,0.1969796466286757,0.18254124266653896,0.1681028387044022
2017-08-31,134,0.12824492037305116,0.13926095974081698,0.12824492037305116,0.11722888100528535
