window,cutoff_week,n_train,model,pr_auc,pr_auc_sd,brier,n_test,ci_low,ci_high
cumulative,95,67202,Random Forest,0.8932968466399808,0.0014971941476679118,0.13699111856545076,5375,,
cumulative,95,67202,XGBoost,0.8930853222440068,0.0,0.12784746289253235,5375,,
cumulative,96,68622,Dummy,0.3787328490718321,0.0,0.3787328490718321,4956,,
cumulative,96,68622,LightGBM,0.8656158652328294,0.0,0.12544976439304842,4956,0.8528523750151134,0.8768766154631725
cumulative,96,68622,Logistic Regression,0.834570523458883,0.0,0.13469988307522732,4956,0.8189701229711537,0.8501740227598825
cumulative,96,68622,Random Forest,0.8625148862023831,0.00211539011071738,0.13751292350685942,4956,,
cumulative,96,68622,XGBoost,0.8636128263832442,0.0,0.12654708325862885,4956,,
cumulative,97,70028,Dummy,0.3668918918918919,0.0,0.3668918918918919,4440,,
cumulative,97,70028,LightGBM,0.8580963762667082,0.0,0.12258968136051344,4440,0.8445260584405605,0.871719009331831
cumulative,97,70028,Logistic Regression,0.8116789709884223,0.0,0.14205688923982718,4440,0.7936007311898611,0.8293060359374643
cumulative,97,70028,Random Forest,0.856215209998933,0.0011174042116101214,0.13408611118699984,4440,,
cumulative,97,70028,XGBoost,0.8531595060814442,0.0,0.12665599584579468,4440,,
cumulative,98,71424,Dummy,0.3388595830193419,0.0,0.3388595830193419,3981,,
cumulative,98,71424,LightGBM,0.8221560891237769,0.0,0.12800409384478617,3981,0.8062922418469369,0.8382186208090091
cumulative,98,71424,Logistic Regression,0.776405897980203,0.0,0.14831101990152948,3981,0.7551571823309732,0.796659691550907
cumulative,98,71424,Random Forest,0.8211844704684416,0.0024656568255478897,0.1356394455657312,3981,,
cumulative,98,71424,XGBoost,0.822903010811809,0.0,0.13225200772285461,3981,,
cumulative,99,72577,Dummy,0.3234031132581857,0.0,0.3234031132581857,3726,,
cumulative,99,72577,LightGBM,0.7793301656041033,0.0,0.1370621084110021,3726,0.7585358520254112,0.7992152867786381
cumulative,99,72577,Logistic Regression,0.6848110645465152,0.0,0.16788199055499445,3726,0.6564306261124142,0.7099176882461523
cumulative,99,72577,Random Forest,0.7594329335621407,0.0038817995943848816,0.15122962307037338,3726,,
cumulative,99,72577,XGBoost,0.7715113465819488,0.0,0.1388125866651535,3726,,
cumulative,100,73578,Dummy,0.3353275501046964,0.0,0.3353275501046964,3343,,
cumulative,100,73578,LightGBM,0.7809872909064944,0.0,0.14571902183270238,3343,0.7606519703183621,0.8024952881775232
cumulative,100,73578,Logistic Regression,0.6947275778448398,0.0,0.16980181421160423,3343,0.6653865550248751,0.7208984194112722
cumulative,100,73578,Random Forest,0.7731783871835717,0.0007363056520635324,0.1521688494382204,3343,,
cumulative,100,73578,XGBoost,0.7631615827384949,0.0,0.14613941311836243,3343,,
cumulative,101,74468,Dummy,0.3480050664977834,0.0,0.3480050664977834,3158,,
cumulative,101,74468,LightGBM,0.7957030791140077,0.0,0.1477148405817408,3158,0.7743918924570221,0.8155779177254098
cumulative,101,74468,Logistic Regression,0.7149197394882504,0.0,0.16458116872086684,3158,0.6888511593158899,0.738266759947305
cumulative,101,74468,Random Forest,0.7779046421824521,0.0027146160220297413,0.15864450768482805,3158,,
cumulative,101,74468,XGBoost,0.795454267201518,0.0,0.14085619151592255,3158,,
cumulative,102,75405,Dummy,0.34869617950272885,0.0,0.34869617950272885,3298,,
cumulative,102,75405,LightGBM,0.769389434395957,0.0,0.15212573903179896,3298,0.7462278750877267,0.7927060320981743
cumulative,102,75405,Logistic Regression,0.6975773418800436,0.0,0.17002912378248528,3298,0.6681277942901761,0.7260115311763888
cumulative,102,75405,Random Forest,0.7536701316255282,0.0023930296630663233,0.16515022131548526,3298,,
cumulative,102,75405,XGBoost,0.7901800454639621,0.0,0.14054344594478607,3298,,
cumulative,103,76303,Dummy,0.3472049689440994,0.0,0.3472049689440994,3220,,
cumulative,103,76303,LightGBM,0.7614890848056707,0.0,0.15149247447253833,3220,0.7385297146249857,0.7837279178984821
cumulative,103,76303,Logistic Regression,0.7024724640434227,0.0,0.16789947357151766,3220,0.6739861691339593,0.7295935941575082
cumulative,103,76303,Random Forest,0.7444672474179018,0.005141088559831096,0.16727208698238513,3220,,
cumulative,103,76303,XGBoost,0.7649990344084543,0.0,0.1506403535604477,3220,,
cumulative,104,76921,Dummy,0.36517674554484375,0.0,0.36517674554484375,3423,,
cumulative,104,76921,LightGBM,0.7901363201718085,0.0,0.153791817960489,3423,0.7678931957948066,0.8103694900665548
cumulative,104,76921,Logistic Regression,0.7101872722637851,0.0,0.17095733998404616,3423,0.6859837522304846,0.7367288490468056
cumulative,104,76921,Random Forest,0.7524136188177679,0.0043525146760475895,0.17431901238679118,3423,,
cumulative,104,76921,XGBoost,0.7654164265592124,0.0,0.16572929918766022,3423,,
cumulative,105,77626,Dummy,0.35507246376811596,0.0,0.35507246376811596,3588,,
cumulative,105,77626,LightGBM,0.801464712686328,0.0,0.1439529052544976,3588,0.7805120050155723,0.8214193704327288
cumulative,105,77626,Logistic Regression,0.7349420347034378,0.0,0.1595807871976291,3588,0.7108869413312551,0.7602818096011004
cumulative,105,77626,Random Forest,0.7577850319005363,0.01841598762353209,0.16523594799628769,3588,,
cumulative,105,77626,XGBoost,0.8073634583398869,0.0,0.14380402863025665,3588,,
cumulative,106,78703,Dummy,0.3497810218978102,0.0,0.3497810218978102,3425,,
cumulative,106,78703,LightGBM,0.8146135500046503,0.0,0.1385289927058771,3425,0.7948493405229377,0.8342874741803366
cumulative,106,78703,Logistic Regression,0.7457403170246634,0.0,0.15545799357488582,3425,0.7215138184362213,0.7698403596126989
cumulative,106,78703,Random Forest,0.7902717340349185,0.00472973437992398,0.15386980020507465,3425,,
cumulative,106,78703,XGBoost,0.816054176892863,0.0,0.1392308920621872,3425,,
cumulative,107,79523,Dummy,0.34531113058720414,0.0,0.34531113058720414,3423,,
cumulative,107,79523,LightGBM,0.8559095517496583,0.0,0.11775657668594508,3423,0.8401774068723055,0.8718302240140549
cumulative,107,79523,Logistic Regression,0.7671523024375039,0.0,0.1456687025173891,3423,0.744005676011728,0.7912452412705386
cumulative,107,79523,Random Forest,0.8277602864568966,0.0062149093701293545,0.13948587295489412,3423,,
cumulative,107,79523,XGBoost,0.8535115062372715,0.0,0.11617206782102585,3423,,
cumulative,108,80344,Dummy,0.3224956063268893,0.0,0.3224956063268893,3414,,
cumulative,108,80344,LightGBM,0.8461750787948272,0.0,0.1139932058230395,3414,0.8289799956837058,0.8626059635861962
cumulative,108,80344,Logistic Regression,0.7688665225507526,0.0,0.14079942541952967,3414,0.7460523336116245,0.7938498025568945
cumulative,108,80344,Random Forest,0.8394683422205507,0.005215870803234136,0.12392063340318578,3414,,
cumulative,108,80344,XGBoost,0.846078593466444,0.0,0.11417105048894882,3414,,
cumulative,109,81214,Dummy,0.33369330453563717,0.0,0.33369330453563717,3704,,
cumulative,109,81214,LightGBM,0.8408728261912127,0.0,0.11933372960410389,3704,0.826132290382938,0.8569049248998987
cumulative,109,81214,Logistic Regression,0.757230506273021,0.0,0.1475184451510921,3704,0.7342006793346172,0.782540804430933
cumulative,109,81214,Random Forest,0.8315285515162417,0.0015461138187530482,0.1317684461959336,3704,,
cumulative,109,81214,XGBoost,0.8471278214847314,0.0,0.11590807139873505,3704,,
cumulative,110,82128,Dummy,0.3231996012957887,0.0,0.3231996012957887,4013,,
cumulative,110,82128,LightGBM,0.795772225309269,0.0,0.1279112791305322,4013,0.776016974587006,0.8152119870926038
cumulative,110,82128,Logistic Regression,0.6972441440555143,0.0,0.1588013459752768,4013,0.6718856219325846,0.7201120122959599
cumulative,110,82128,Random Forest,0.7829688774879268,0.003322438861050844,0.14126544166346122,4013,,
cumulative,110,82128,XGBoost,0.788849729506964,0.0,0.12893791496753693,4013,,
cumulative,111,82946,Dummy,0.327386468952734,0.0,0.327386468952734,4316,,
cumulative,111,82946,LightGBM,0.8036146530791721,0.0,0.1276458077999224,4316,0.7833453418740114,0.8212792362618044
cumulative,111,82946,Logistic Regression,0.7291785178393188,0.0,0.1518107426700206,4316,0.7046823891956535,0.7504503752533073
cumulative,111,82946,Random Forest,0.7900620566267,0.00503816072618585,0.14079278645522295,4316,,
cumulative,111,82946,XGBoost,0.8010171248058713,0.0,0.12694323062896729,4316,,
cumulative,112,83758,Dummy,0.33052313013402507,0.0,0.33052313013402507,4626,,
cumulative,112,83758,LightGBM,0.7968488559588902,0.0,0.1299981565844443,4626,0.7784067847091372,0.8144008303242721
cumulative,112,83758,Logistic Regression,0.7278640670745921,0.0,0.15079291014610674,4626,0.7046804245302323,0.75096394008931
cumulative,112,83758,Random Forest,0.7873043416960958,0.00233345631713703,0.14149319928718312,4626,,
cumulative,112,83758,XGBoost,0.7930899804728249,0.0,0.1307336837053299,4626,,
cumulative,113,84918,Dummy,0.33944360577959887,0.0,0.33944360577959887,4637,,
cumulative,113,84918,LightGBM,0.8161789441859528,0.0,0.12565611434411766,4637,0.7989884418770371,0.8329492649308478
cumulative,113,84918,Logistic Regression,0.7394171425737394,0.0,0.14764003192094902,4637,0.7149090780485787,0.7616655254226081
cumulative,113,84918,Random Forest,0.8069339086566988,0.0010944478860093272,0.13922847042494021,4637,,
cumulative,113,84918,XGBoost,0.8110312278186208,0.0,0.12729467451572418,4637,,
cumulative,114,86141,Dummy,0.3375309197211604,0.0,0.3375309197211604,4447,,
cumulative,114,86141,LightGBM,0.8394084518990338,0.0,0.1175038061302746,4447,0.822483410119588,0.8550360097565293
cumulative,114,86141,Logistic Regression,0.7665139118999077,0.0,0.13889884808016237,4447,0.746447729429201,0.7889433531319008
cumulative,114,86141,Random Forest,0.8319969950392894,0.001302597400293366,0.13077808196698396,4447,,
cumulative,114,86141,XGBoost,0.84024826203387,0.0,0.11699949204921722,4447,,
cumulative,115,87262,Dummy,0.33037945921381506,0.0,0.33037945921381506,4401,,
cumulative,115,87262,LightGBM,0.8174109977414822,0.0,0.1229516088439599,4401,0.7987327470117275,0.8344758373881073
cumulative,115,87262,Logistic Regression,0.7460330931416935,0.0,0.1448126274971192,4401,0.7237440306144249,0.7689079360423308
cumulative,115,87262,Random Forest,0.8112928117035088,0.002186669519624682,0.1348473706453878,4401,,
cumulative,115,87262,XGBoost,0.8112937990632038,0.0,0.1258217841386795,4401,,
cumulative,116,88384,Dummy,0.36123348017621143,0.0,0.36123348017621143,4540,,
cumulative,116,88384,LightGBM,0.8425149823661838,0.0,0.12389473977664972,4540,0.827134609682585,0.8561814555844471
cumulative,116,88384,Logistic Regression,0.7765120440850194,0.0,0.14536459059753962,4540,0.7558837002685282,0.7961347516224446
cumulative,116,88384,Random Forest,0.8319483824456052,0.0018518622269091995,0.13789638016072547,4540,,
cumulative,116,88384,XGBoost,0.8415717397005992,0.0,0.12477581202983856,4540,,
cumulative,117,89555,Dummy,0.38220551378446116,0.0,0.38220551378446116,4788,,
cumulative,117,89555,LightGBM,0.8454618086659765,0.0,0.12910135211701873,4788,0.8306026676240683,0.8595735772115877
cumulative,117,89555,Logistic Regression,0.793081862177909,0.0,0.14918398265119376,4788,0.7740709326258104,0.809912927068915
cumulative,117,89555,Random Forest,0.8299728356720363,0.0009153876637513789,0.14693083445932445,4788,,
cumulative,117,89555,XGBoost,0.8395222934831125,0.0,0.13224056363105774,4788,,
cumulative,118,90588,Dummy,0.40509630818619585,0.0,0.40509630818619585,4984,,
cumulative,118,90588,LightGBM,0.8632402942633132,0.0,0.1283835894010121,4984,0.8516242943824788,0.8746663650351696
cumulative,118,90588,Logistic Regression,0.8288482426827594,0.0,0.14390446042023797,4984,0.8125747409787123,0.8424700997391976
cumulative,118,90588,Random Forest,0.8540872821540098,0.0008322234302031179,0.1456833970597732,4984,,
cumulative,118,90588,XGBoost,0.8642457092391442,0.0,0.1280403733253479,4984,,
cumulative,119,91663,Dummy,0.4394418604651163,0.0,0.4394418604651163,5375,,
cumulative,119,91663,LightGBM,0.8890422008187499,0.0,0.12720381116345103,5375,0.8788980374697818,0.8986715630994855
cumulative,119,91663,Logistic Regression,0.8633433747212026,0.0,0.1381089269948897,5375,0.8517126440158126,0.8758555907338282
cumulative,119,91663,Random Forest,0.8811272119984174,0.0001266671213224903,0.14429952969089951,5375,,
cumulative,119,91663,XGBoost,0.8899155454014093,0.0,0.1273232400417328,5375,,
cumulative,120,92924,Dummy,0.4497590576476888,0.0,0.4497590576476888,5603,,
cumulative,120,92924,LightGBM,0.8938531641821407,0.0,0.12723753506625513,5603,0.8846893710511468,0.9028727920691869
cumulative,120,92924,Logistic Regression,0.8713526458402545,0.0,0.1391711910195451,5603,0.8599761643228692,0.882989360185335
cumulative,120,92924,Random Forest,0.887387289143302,0.0027752812398189786,0.14541008566086822,5603,,
cumulative,120,92924,XGBoost,0.8938023229329031,0.0,0.12622897326946259,5603,,
cumulative,121,94343,Dummy,0.4370533260032985,0.0,0.4370533260032985,5457,,
cumulative,121,94343,LightGBM,0.8937210026575971,0.0,0.12358873133271031,5457,0.8837090608989576,0.9033173741352699
cumulative,121,94343,Logistic Regression,0.8691040822060746,0.0,0.13569087508823774,5457,0.85645448580686,0.8805201448658299
cumulative,121,94343,Random Forest,0.8884162501174319,0.0013541433051862525,0.14262621930026384,5457,,
cumulative,121,94343,XGBoost,0.8911071971863702,0.0,0.12471973150968552,5457,,
cumulative,122,95572,Dummy,0.4537391304347826,0.0,0.4537391304347826,5750,,
cumulative,122,95572,LightGBM,0.906299485779373,0.0,0.11897061030214666,5750,0.8977192659300179,0.9145539807508484
cumulative,122,95572,Logistic Regression,0.8860048961074627,0.0,0.13176590485429884,5750,0.8754826150641303,0.8968139933518655
cumulative,122,95572,Random Forest,0.897527490349933,0.0002718892767892272,0.13861998316493626,5750,,
cumulative,122,95572,XGBoost,0.9077500860778592,0.0,0.11895090341567993,5750,,
cumulative,123,97038,Dummy,0.4347520225114316,0.0,0.4347520225114316,5686,,
cumulative,123,97038,LightGBM,0.884724211008816,0.0,0.1282512107996989,5686,0.8743459897668101,0.8942892024888456
cumulative,123,97038,Logistic Regression,0.8546232379991202,0.0,0.14286696700660673,5686,0.8411452689528199,0.8674351895597172
cumulative,123,97038,Random Forest,0.8742517465402747,0.001677538832932839,0.14581644150455586,5686,,
cumulative,123,97038,XGBoost,0.8781564861036428,0.0,0.1316189169883728,5686,,
cumulative,124,98527,Dummy,0.4289987682562027,0.0,0.4289987682562027,5683,,
cumulative,124,98527,LightGBM,0.8844411162070583,0.0,0.12686632705422018,5683,0.8743815393404272,0.8939110106575159
cumulative,124,98527,Logistic Regression,0.8624113321930601,0.0,0.13982460303692876,5683,0.8508104569106225,0.8740892598623238
cumulative,124,98527,Random Forest,0.8774665244491429,0.0009270125478188821,0.14143120191888203,5683,,
cumulative,124,98527,XGBoost,0.8864698349783634,0.0,0.12545353174209595,5683,,
cumulative,125,99800,Dummy,0.4410220511025551,0.0,0.4410220511025551,5714,,
cumulative,125,99800,LightGBM,0.8935468222692121,0.0,0.12628668606207366,5714,0.8842353443769868,0.9021745574028788
cumulative,125,99800,Logistic Regression,0.8725277034898333,0.0,0.13868160949209882,5714,0.860180995582957,0.8830768557293828
cumulative,125,99800,Random Forest,0.8844399097834442,0.0005544592973825648,0.13931761657378872,5714,,
cumulative,125,99800,XGBoost,0.8953793453967601,0.0,0.12533122301101685,5714,,
cumulative,126,101322,Dummy,0.42536905412793874,0.0,0.42536905412793874,5487,,
cumulative,126,101322,LightGBM,0.8708458508649667,0.0,0.1336120749140847,5487,0.8602156413216681,0.8823585718237947
cumulative,126,101322,Logistic Regression,0.841304517478048,0.0,0.1496103197237056,5487,0.8278458067501556,0.8544195104084499
cumulative,126,101322,Random Forest,0.8588730606905779,0.001330937143644244,0.1468282806229308,5487,,
cumulative,126,101322,XGBoost,0.8702724482004643,0.0,0.13504910469055176,5487,,
cumulative,127,102724,Dummy,0.4359848484848485,0.0,0.4359848484848485,5280,,
cumulative,127,102724,LightGBM,0.8816338958647799,0.0,0.13177332922562773,5280,0.8709780199085625,0.8910911553801687
cumulative,127,102724,Logistic Regression,0.8536086419590801,0.0,0.14573099009335388,5280,0.8402276310241359,0.867035914957797
cumulative,127,102724,Random Forest,0.8734487929076064,0.0020847291096778246,0.14326758945767862,5280,,
cumulative,127,102724,XGBoost,0.8803704090091332,0.0,0.13239750266075134,5280,,
cumulative,128,104210,Dummy,0.4270386266094421,0.0,0.4270386266094421,5126,,
cumulative,128,104210,LightGBM,0.8646739319385334,0.0,0.1358617492781169,5126,0.8520164963651469,0.8759756943627802
cumulative,128,104210,Logistic Regression,0.8239491998841104,0.0,0.154323485815684,5126,0.8075364399957089,0.8411482464428082
cumulative,128,104210,Random Forest,0.8536847899587562,0.003974561842668898,0.14995713448483208,5126,,
cumulative,128,104210,XGBoost,0.8616893962447915,0.0,0.13829505443572998,5126,,
cumulative,129,105514,Dummy,0.40891821635672865,0.0,0.40891821635672865,5001,,
cumulative,129,105514,LightGBM,0.8300433601520126,0.0,0.14314127471063473,5001,0.8160631349294457,0.8445522450603759
cumulative,129,105514,Logistic Regression,0.789371854793624,0.0,0.16038450891469727,5001,0.7700690265590783,0.8086726914147797
cumulative,129,105514,Random Forest,0.8215822646097078,0.0011294477351939058,0.15676341702552402,5001,,
cumulative,129,105514,XGBoost,0.8341439267554148,0.0,0.14215831458568573,5001,,
cumulative,130,106809,Dummy,0.3905138339920949,0.0,0.3905138339920949,5060,,
cumulative,130,106809,LightGBM,0.8126866216428512,0.0,0.14324555735632585,5060,0.7974756316416088,0.8284380662610643
cumulative,130,106809,Logistic Regression,0.7666621945523682,0.0,0.1626850180705912,5060,0.7493521700428947,0.7860460429033477
cumulative,130,106809,Random Forest,0.8009609975575328,0.00261190075746236,0.15814095348091453,5060,,
cumulative,130,106809,XGBoost,0.8108881800245188,0.0,0.14452995359897614,5060,,
cumulative,131,108004,Dummy,0.37353060397243615,0.0,0.37353060397243615,4934,,
cumulative,131,108004,LightGBM,0.7881384012729034,0.0,0.14659721856772093,4934,0.7711781889925595,0.8057386824035508
cumulative,131,108004,Logistic Regression,0.7449055577296567,0.0,0.1661076671055424,4934,0.724168506095402,0.7659470307642541
cumulative,131,108004,Random Forest,0.7672247495990474,0.0028417356009951115,0.16137125297985078,4934,,
cumulative,131,108004,XGBoost,0.7885677348403682,0.0,0.14566218852996826,4934,,
cumulative,132,109336,Dummy,0.37377934760024933,0.0,0.37377934760024933,4813,,
cumulative,132,109336,LightGBM,0.7878886307917815,0.0,0.1448153331829927,4813,0.7705617928911241,0.8047090565937914
cumulative,132,109336,Logistic Regression,0.7398427303710468,0.0,0.16576543224264575,4813,0.7188524295221961,0.7624067108114482
cumulative,132,109336,Random Forest,0.7538096516006592,0.003146311343771419,0.16612646349991197,4813,,
cumulative,132,109336,XGBoost,0.7727013450349994,0.0,0.15039591491222382,4813,,
cumulative,133,110515,Dummy,0.3768359211078473,0.0,0.3768359211078473,4766,,
cumulative,133,110515,LightGBM,0.7705427396887532,0.0,0.15231329138155186,4766,0.7523557543078371,0.789162383798634
cumulative,133,110515,Logistic Regression,0.7313876343778684,0.0,0.17147486035262993,4766,0.7092000811628668,0.7518277942680713
cumulative,133,110515,Random Forest,0.7597368705285134,0.002390370835085936,0.16591275202581743,4766,,
cumulative,133,110515,XGBoost,0.7747968338236889,0.0,0.15115642547607422,4766,,
cumulative,134,111869,Dummy,0.3806036395916556,0.0,0.3806036395916556,4506,,
cumulative,134,111869,LightGBM,0.7706350593451704,0.0,0.15361398536522738,4506,0.750947162831642,0.7898197291999491
cumulative,134,111869,Logistic Regression,0.716044999924307,0.0,0.17840991690334476,4506,0.6930865540320965,0.7411715494487168
cumulative,134,111869,Random Forest,0.7401848995766352,0.001801360476045317,0.17185885504624446,4506,,
cumulative,134,111869,XGBoost,0.7607476095714764,0.0,0.15567336976528168,4506,,
cumulative,135,112938,Dummy,0.4000857632933104,0.0,0.4000857632933104,4664,,
cumulative,135,112938,LightGBM,0.7725666883368428,0.0,0.15756251671299212,4664,0.7520758688851753,0.7919264978157228
cumulative,135,112938,Logistic Regression,0.7282066498414516,0.0,0.1805689328660215,4664,0.7077216576573876,0.7474887051089477
cumulative,135,112938,Random Forest,0.7505009917689168,0.003065663193945472,0.1764500181189547,4664,,
cumulative,135,112938,XGBoost,0.768511166611396,0.0,0.1598106026649475,4664,,
cumulative,136,114149,Dummy,0.3775510204081633,0.0,0.3775510204081633,4508,,
cumulative,136,114149,LightGBM,0.7383390898018686,0.0,0.1580767032151522,4508,0.7175583441639422,0.7604741109062486
cumulative,136,114149,Logistic Regression,0.6978214638808288,0.0,0.1799647006899303,4508,0.6740715192380566,0.7218492287090391
cumulative,136,114149,Random Forest,0.7235887168941044,0.0010037082488461655,0.17277311996543243,4508,,
cumulative,136,114149,XGBoost,0.7450506460209079,0.0,0.15665045380592346,4508,,
cumulative,137,115281,Dummy,0.36626916524701875,0.0,0.36626916524701875,4109,,
cumulative,137,115281,LightGBM,0.7342665452562994,0.0,0.15677107440873314,4109,0.7120036773115577,0.7570624812814593
cumulative,137,115281,Logistic Regression,0.6799608061152554,0.0,0.18163172364853455,4109,0.6532402961373699,0.705904838083681
cumulative,137,115281,Random Forest,0.7208510660706963,0.0028780551622480384,0.16943155497956705,4109,,
cumulative,137,115281,XGBoost,0.7465814221646943,0.0,0.15299329161643982,4109,,
