scenario,cost_ratio,K,E_profit,P_walk,marginal,k_star_curve,k_star_theory,adr,exp_noshow,cohort_size,mode,split
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,45,3180.2,0.8901,-180.38,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,46,2986.41,0.9314,-193.79,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,47,2783.56,0.9594,-202.85,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,48,2574.95,0.9772,-208.61,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,49,2362.89,0.9878,-212.06,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,50,2148.88,0.9938,-214.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,51,1933.84,0.997,-215.04,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,52,1718.28,0.9986,-215.56,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,53,1502.48,0.9994,-215.81,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,54,1286.55,0.9998,-215.92,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,55,1070.59,0.9999,-215.97,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,56,854.6,1.0,-215.99,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,57,638.6,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,58,422.6,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,59,206.6,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,60,-9.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,61,-225.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,62,-441.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,63,-657.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,64,-873.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,65,-1089.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,66,-1305.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,67,-1521.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,68,-1737.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,69,-1953.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,70,-2169.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,71,-2385.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,72,-2601.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,73,-2817.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,74,-3033.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,75,-3249.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,76,-3465.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,77,-3681.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,78,-3897.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,79,-4113.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,80,-4329.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,81,-4545.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,82,-4761.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,83,-4977.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,84,-5193.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,85,-5409.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,86,-5625.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,87,-5841.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,88,-6057.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
"평판포함(walk 2.0×ADR, 보수적·design_21§4)",2.0,89,-6273.4,1.0,-216.0,38,38,108.0,39.97,162,daily_cohort,test
